Order_Mean,FISHNET_ID,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
1616,53614,1,5885996306,0.017916147,0.017916147,0,0.017916147,0,0.017916147
1617,70124,1,5885996306,0.017915383,0.017915383,0,0.017915383,0,0.017915383
1618,67850,1,5885996306,0.017914848,0.017914848,0,0.017914848,0,0.017914848
1619,53316,1,5885996306,0.01791475,0.01791475,0,0.01791475,0,0.01791475
1620,59334,2,11771992612,0.017908899,0.017917724,8.82521E-06,0.017913312,4.41261E-06,0.035826623
1621,65940,1,5885996306,0.017913239,0.017913239,0,0.017913239,0,0.017913239
1622,33123,2,11771992612,0.017887713,0.017936347,4.86337E-05,0.01791203,2.43168E-05,0.03582406
1623,22404,1,5885996306,0.017910529,0.017910529,0,0.017910529,0,0.017910529
1624,49611,1,5885996306,0.017908381,0.017908381,0,0.017908381,0,0.017908381
1625,62252,1,5885996306,0.017906757,0.017906757,0,0.017906757,0,0.017906757
1626,7828,2,11771992612,0.017875643,0.017934067,5.84237E-05,0.017904855,2.92119E-05,0.035809711
1627,69743,2,11771992612,0.017848063,0.017961167,0.000113104,0.017904615,5.65518E-05,0.03580923
1628,50047,2,11771992612,0.017880252,0.017928168,4.79165E-05,0.01790421,2.39583E-05,0.03580842
1629,49762,1,5885996306,0.0179039,0.0179039,0,0.0179039,0,0.0179039
1630,40690,1,5885996306,0.017903561,0.017903561,0,0.017903561,0,0.017903561
1631,68454,2,11771992612,0.017849451,0.017954193,0.000104742,0.017901822,5.23711E-05,0.035803644
1632,60271,1,5885996306,0.017901251,0.017901251,0,0.017901251,0,0.017901251
1633,52019,1,5885996306,0.017895114,0.017895114,0,0.017895114,0,0.017895114
1634,36569,1,5885996306,0.017893931,0.017893931,0,0.017893931,0,0.017893931
1635,56495,1,5885996306,0.017892608,0.017892608,0,0.017892608,0,0.017892608
1636,54866,1,5885996306,0.017891726,0.017891726,0,0.017891726,0,0.017891726
1637,36309,1,5885996306,0.017891139,0.017891139,0,0.017891139,0,0.017891139
1638,48368,1,5885996306,0.017888078,0.017888078,0,0.017888078,0,0.017888078
1639,48956,2,11771992612,0.017848363,0.017927285,7.89221E-05,0.017887824,3.94611E-05,0.035775648
1640,63886,1,5885996306,0.017886581,0.017886581,0,0.017886581,0,0.017886581
1641,57624,1,5885996306,0.01788654,0.01788654,0,0.01788654,0,0.01788654
1642,52327,1,5885996306,0.01788629,0.01788629,0,0.01788629,0,0.01788629
1643,59413,1,5885996306,0.017885232,0.017885232,0,0.017885232,0,0.017885232
1644,62616,1,5885996306,0.017882971,0.017882971,0,0.017882971,0,0.017882971
1645,60802,2,11771992612,0.017851053,0.017913477,6.24247E-05,0.017882265,3.12123E-05,0.03576453
1646,39989,1,5885996306,0.01788184,0.01788184,0,0.01788184,0,0.01788184
1647,36198,2,11771992612,0.017845478,0.017917769,7.22911E-05,0.017881623,3.61456E-05,0.035763247
1648,58813,1,5885996306,0.01788152,0.01788152,0,0.01788152,0,0.01788152
1649,54231,2,11771992612,0.017806657,0.017954931,0.000148274,0.017880794,7.4137E-05,0.035761587
1650,65369,1,5885996306,0.01788052,0.01788052,0,0.01788052,0,0.01788052
1651,62638,1,5885996306,0.017877815,0.017877815,0,0.017877815,0,0.017877815
1652,66985,2,11771992612,0.017854601,0.017898636,4.40348E-05,0.017876619,2.20174E-05,0.035753237
1653,43658,2,11771992612,0.017845197,0.017900484,5.5287E-05,0.01787284,2.76435E-05,0.03574568
1654,65801,2,11771992612,0.017818192,0.017926114,0.000107922,0.017872153,5.39608E-05,0.035744306
1655,36143,1,5885996306,0.017871985,0.017871985,0,0.017871985,0,0.017871985
1656,20548,1,5885996306,0.017871551,0.017871551,0,0.017871551,0,0.017871551
1657,73520,2,11771992612,0.017801315,0.017941238,0.000139924,0.017871276,6.99619E-05,0.035742553
1658,47864,1,5885996306,0.01787067,0.01787067,0,0.01787067,0,0.01787067
1659,32448,1,5885996306,0.017870437,0.017870437,0,0.017870437,0,0.017870437
1660,62733,1,5885996306,0.017870253,0.017870253,0,0.017870253,0,0.017870253
1661,4862,1,5885996306,0.017866798,0.017866798,0,0.017866798,0,0.017866798
1662,61833,2,11771992612,0.01780051,0.017931903,0.000131393,0.017866206,6.56964E-05,0.035732413
1663,67674,1,5885996306,0.01786601,0.01786601,0,0.01786601,0,0.01786601
1664,35585,2,11771992612,0.017853333,0.017877124,2.37916E-05,0.017865228,1.18958E-05,0.035730457
1665,44481,1,5885996306,0.017862516,0.017862516,0,0.017862516,0,0.017862516
1666,44277,2,11771992612,0.017800603,0.017923107,0.000122504,0.017861855,6.12522E-05,0.03572371
1667,70825,1,5885996306,0.017861839,0.017861839,0,0.017861839,0,0.017861839
1668,1256,1,5885996306,0.017861804,0.017861804,0,0.017861804,0,0.017861804
1669,64822,1,5885996306,0.017858976,0.017858976,0,0.017858976,0,0.017858976
1670,57117,1,5885996306,0.017855629,0.017855629,0,0.017855629,0,0.017855629
1671,38126,2,11771992612,0.017830772,0.017878985,4.82127E-05,0.017854879,2.41064E-05,0.035709757
1672,51821,1,5885996306,0.017854067,0.017854067,0,0.017854067,0,0.017854067
1673,64526,1,5885996306,0.017853741,0.017853741,0,0.017853741,0,0.017853741
1674,26976,2,11771992612,0.017826164,0.017880626,5.44619E-05,0.017853395,2.72309E-05,0.03570679
1675,67046,2,11771992612,0.017822046,0.017884092,6.20466E-05,0.017853069,3.10233E-05,0.035706138
1676,56230,2,11771992612,0.01779829,0.017907443,0.000109153,0.017852866,5.45764E-05,0.035705732
1677,49855,2,11771992612,0.017833905,0.017866133,3.22275E-05,0.017850019,1.61137E-05,0.035700038
1678,65827,2,11771992612,0.017818356,0.017878568,6.02119E-05,0.017848462,3.01059E-05,0.035696924
1679,59765,1,5885996306,0.017845688,0.017845688,0,0.017845688,0,0.017845688
1680,63403,1,5885996306,0.017845156,0.017845156,0,0.017845156,0,0.017845156
1681,58258,2,11771992612,0.017783023,0.017906561,0.000123538,0.017844792,6.1769E-05,0.035689585
1682,12402,1,5885996306,0.017842734,0.017842734,0,0.017842734,0,0.017842734
1683,47236,1,5885996306,0.01783734,0.01783734,0,0.01783734,0,0.01783734
1684,63440,1,5885996306,0.017835017,0.017835017,0,0.017835017,0,0.017835017
1685,49787,1,5885996306,0.01783417,0.01783417,0,0.01783417,0,0.01783417
1686,48383,1,5885996306,0.017833987,0.017833987,0,0.017833987,0,0.017833987
1687,61330,1,5885996306,0.017831966,0.017831966,0,0.017831966,0,0.017831966
1688,54388,1,5885996306,0.017831914,0.017831914,0,0.017831914,0,0.017831914
1689,53974,2,11771992612,0.017768171,0.017895555,0.000127384,0.017831863,6.36922E-05,0.035663726
1690,65485,1,5885996306,0.017828083,0.017828083,0,0.017828083,0,0.017828083
1691,61495,1,5885996306,0.017827857,0.017827857,0,0.017827857,0,0.017827857
1692,58836,1,5885996306,0.017826729,0.017826729,0,0.017826729,0,0.017826729
1693,59376,4,23543985225,0.017777624,0.017882427,0.000104804,0.017826227,3.88293E-05,0.071304906
1694,61262,1,5885996306,0.017825479,0.017825479,0,0.017825479,0,0.017825479
1695,52292,4,23543985225,0.017715955,0.017932829,0.000216873,0.01782546,8.23876E-05,0.071301838
1696,39276,2,11771992612,0.017758887,0.017884348,0.00012546,0.017821617,6.27302E-05,0.035643235
1697,66133,2,11771992612,0.017795224,0.017838968,4.37442E-05,0.017817096,2.18721E-05,0.035634192
1698,69718,1,5885996306,0.017816616,0.017816616,0,0.017816616,0,0.017816616
1699,68743,1,5885996306,0.017816192,0.017816192,0,0.017816192,0,0.017816192
1700,61168,2,11771992612,0.01778526,0.017846528,6.1268E-05,0.017815894,3.0634E-05,0.035631789
1701,47227,1,5885996306,0.01781253,0.01781253,0,0.01781253,0,0.01781253
1702,46177,1,5885996306,0.017810859,0.017810859,0,0.017810859,0,0.017810859
1703,61258,1,5885996306,0.017809818,0.017809818,0,0.017809818,0,0.017809818
1704,66156,1,5885996306,0.017809102,0.017809102,0,0.017809102,0,0.017809102
1705,54127,1,5885996306,0.017808152,0.017808152,0,0.017808152,0,0.017808152
1706,70032,1,5885996306,0.017804794,0.017804794,0,0.017804794,0,0.017804794
1707,71250,1,5885996306,0.017800046,0.017800046,0,0.017800046,0,0.017800046
1708,19813,2,11771992612,0.017769048,0.017829474,6.04261E-05,0.017799261,3.0213E-05,0.035598522
1709,57056,2,11771992612,0.017767802,0.017825652,5.785E-05,0.017796727,2.8925E-05,0.035593454
1710,45639,1,5885996306,0.017796064,0.017796064,0,0.017796064,0,0.017796064
1711,18730,1,5885996306,0.017793741,0.017793741,0,0.017793741,0,0.017793741
1712,43516,1,5885996306,0.017793672,0.017793672,0,0.017793672,0,0.017793672
1713,45728,2,11771992612,0.017734261,0.017851941,0.00011768,0.017793101,5.884E-05,0.035586203
1714,49178,1,5885996306,0.017792763,0.017792763,0,0.017792763,0,0.017792763
1715,36207,2,11771992612,0.017782439,0.017802201,1.97627E-05,0.01779232,9.88133E-06,0.03558464
1716,69156,2,11771992612,0.017727306,0.017857134,0.000129828,0.01779222,6.49141E-05,0.03558444
1717,39907,2,11771992612,0.017773945,0.017808607,3.4662E-05,0.017791276,1.7331E-05,0.035582552
1718,44619,2,11771992612,0.017729556,0.01784905,0.000119494,0.017789303,5.97471E-05,0.035578607
1719,72243,1,5885996306,0.017789291,0.017789291,0,0.017789291,0,0.017789291
1720,43513,1,5885996306,0.017789051,0.017789051,0,0.017789051,0,0.017789051
1721,59982,2,11771992612,0.017759148,0.017817048,5.79003E-05,0.017788098,2.89502E-05,0.035576196
1722,64030,2,11771992612,0.017782858,0.017791966,9.10833E-06,0.017787412,4.55417E-06,0.035574824
1723,56833,1,5885996306,0.017786127,0.017786127,0,0.017786127,0,0.017786127
1724,47199,1,5885996306,0.017785067,0.017785067,0,0.017785067,0,0.017785067
1725,56831,1,5885996306,0.017784536,0.017784536,0,0.017784536,0,0.017784536
1726,69026,1,5885996306,0.017783865,0.017783865,0,0.017783865,0,0.017783865
1727,71175,1,5885996306,0.017780453,0.017780453,0,0.017780453,0,0.017780453
1728,55868,1,5885996306,0.017780101,0.017780101,0,0.017780101,0,0.017780101
1729,48288,2,11771992612,0.017741341,0.017818738,7.73966E-05,0.017780039,3.86983E-05,0.035560079
1730,64594,1,5885996306,0.017779849,0.017779849,0,0.017779849,0,0.017779849
1731,71467,2,11771992612,0.01775346,0.017806094,5.26346E-05,0.017779777,2.63173E-05,0.035559554
1732,59058,1,5885996306,0.017779371,0.017779371,0,0.017779371,0,0.017779371
1733,58336,1,5885996306,0.017776925,0.017776925,0,0.017776925,0,0.017776925
1734,59086,1,5885996306,0.017775957,0.017775957,0,0.017775957,0,0.017775957
1735,65590,1,5885996306,0.017774323,0.017774323,0,0.017774323,0,0.017774323
1736,67132,1,5885996306,0.017771825,0.017771825,0,0.017771825,0,0.017771825
1737,60171,1,5885996306,0.017770732,0.017770732,0,0.017770732,0,0.017770732
1738,44662,1,5885996306,0.017770076,0.017770076,0,0.017770076,0,0.017770076
1739,51802,1,5885996306,0.017769741,0.017769741,0,0.017769741,0,0.017769741
1740,55017,1,5885996306,0.017769504,0.017769504,0,0.017769504,0,0.017769504
1741,68268,1,5885996306,0.017767424,0.017767424,0,0.017767424,0,0.017767424
1742,64942,1,5885996306,0.017766614,0.017766614,0,0.017766614,0,0.017766614
1743,48614,2,11771992612,0.017743472,0.017788343,4.48711E-05,0.017765908,2.24356E-05,0.035531815
1744,52093,1,5885996306,0.017765388,0.017765388,0,0.017765388,0,0.017765388
1745,2760,2,11771992612,0.01769927,0.017828409,0.000129139,0.017763839,6.45695E-05,0.035527678
1746,62561,2,11771992612,0.017733805,0.01779373,5.9925E-05,0.017763767,2.99625E-05,0.035527535
1747,64219,1,5885996306,0.017763438,0.017763438,0,0.017763438,0,0.017763438
1748,51204,1,5885996306,0.017763406,0.017763406,0,0.017763406,0,0.017763406
1749,70234,1,5885996306,0.017761728,0.017761728,0,0.017761728,0,0.017761728
1750,52560,1,5885996306,0.01775939,0.01775939,0,0.01775939,0,0.01775939
1751,30493,2,11771992612,0.017733565,0.017783938,5.03734E-05,0.017758751,2.51867E-05,0.035517503
1752,67839,2,11771992612,0.017736284,0.017779749,4.34648E-05,0.017758016,2.17324E-05,0.035516033
1753,53409,1,5885996306,0.017757095,0.017757095,0,0.017757095,0,0.017757095
1754,58338,1,5885996306,0.01775622,0.01775622,0,0.01775622,0,0.01775622
1755,65681,1,5885996306,0.017752685,0.017752685,0,0.017752685,0,0.017752685
1756,71775,2,11771992612,0.01769121,0.0178126,0.00012139,0.017751905,6.06952E-05,0.03550381
1757,65847,1,5885996306,0.017751755,0.017751755,0,0.017751755,0,0.017751755
1758,31750,1,5885996306,0.01775106,0.01775106,0,0.01775106,0,0.01775106
1759,51098,2,11771992612,0.017722378,0.017773781,5.14034E-05,0.017748079,2.57017E-05,0.035496159
1760,62996,1,5885996306,0.017745594,0.017745594,0,0.017745594,0,0.017745594
1761,54334,2,11771992612,0.017679362,0.01780824,0.000128878,0.017743801,6.44391E-05,0.035487602
1762,46327,1,5885996306,0.017743677,0.017743677,0,0.017743677,0,0.017743677
1763,54897,2,11771992612,0.017712366,0.017774114,6.17485E-05,0.01774324,3.08743E-05,0.03548648
1764,44461,2,11771992612,0.017662201,0.017818782,0.000156581,0.017740492,7.82907E-05,0.035480984
1765,57946,1,5885996306,0.017739158,0.017739158,0,0.017739158,0,0.017739158
1766,5126,1,5885996306,0.017738186,0.017738186,0,0.017738186,0,0.017738186
1767,67841,2,11771992612,0.017697275,0.017774491,7.7216E-05,0.017735883,3.8608E-05,0.035471765
1768,45509,1,5885996306,0.017735621,0.017735621,0,0.017735621,0,0.017735621
1769,59110,1,5885996306,0.017734002,0.017734002,0,0.017734002,0,0.017734002
1770,66406,2,11771992612,0.017668383,0.01779772,0.000129336,0.017733051,6.46682E-05,0.035466103
1771,71270,1,5885996306,0.017732751,0.017732751,0,0.017732751,0,0.017732751
1772,48817,2,11771992612,0.017717693,0.017745396,2.77031E-05,0.017731545,1.38516E-05,0.035463089
1773,4073,2,11771992612,0.017702743,0.017758176,5.54323E-05,0.01773046,2.77162E-05,0.035460919
1774,67494,2,11771992612,0.017667616,0.017791603,0.000123987,0.017729609,6.19935E-05,0.035459219
1775,61920,1,5885996306,0.017728493,0.017728493,0,0.017728493,0,0.017728493
1776,58447,2,11771992612,0.01766251,0.017791754,0.000129243,0.017727132,6.46217E-05,0.035454264
1777,44040,1,5885996306,0.017726131,0.017726131,0,0.017726131,0,0.017726131
1778,54528,1,5885996306,0.017725926,0.017725926,0,0.017725926,0,0.017725926
1779,73807,2,11771992612,0.017658317,0.017790942,0.000132624,0.017724629,6.6312E-05,0.035449259
1780,13231,1,5885996306,0.0177215,0.0177215,0,0.0177215,0,0.0177215
1781,44828,1,5885996306,0.017720727,0.017720727,0,0.017720727,0,0.017720727
1782,65585,2,11771992612,0.017690301,0.017749857,5.95562E-05,0.017720079,2.97781E-05,0.035440158
1783,61747,1,5885996306,0.017719833,0.017719833,0,0.017719833,0,0.017719833
1784,59642,2,11771992612,0.017691152,0.01774813,5.69783E-05,0.017719641,2.84892E-05,0.035439283
1785,64314,1,5885996306,0.017719325,0.017719325,0,0.017719325,0,0.017719325
1786,33903,2,11771992612,0.017706664,0.017728288,2.16234E-05,0.017717476,1.08117E-05,0.035434952
1787,61981,2,11771992612,0.017694691,0.017739307,4.46159E-05,0.017716999,2.2308E-05,0.035433998
1788,46685,2,11771992612,0.017670237,0.017763676,9.34396E-05,0.017716956,4.67198E-05,0.035433913
1789,72652,2,11771992612,0.017691189,0.017738758,4.75682E-05,0.017714974,2.37841E-05,0.035429947
1790,68192,2,11771992612,0.017683765,0.01774345,5.96847E-05,0.017713607,2.98424E-05,0.035427215
1791,64621,2,11771992612,0.017691974,0.01773428,4.23063E-05,0.017713127,2.11531E-05,0.035426253
1792,3005,1,5885996306,0.017711513,0.017711513,0,0.017711513,0,0.017711513
1793,68837,1,5885996306,0.017710149,0.017710149,0,0.017710149,0,0.017710149
1794,71511,1,5885996306,0.01770954,0.01770954,0,0.01770954,0,0.01770954
1795,52377,1,5885996306,0.017709197,0.017709197,0,0.017709197,0,0.017709197
1796,63048,2,11771992612,0.017651519,0.01776607,0.000114551,0.017708794,5.72754E-05,0.035417588
1797,68969,1,5885996306,0.017708579,0.017708579,0,0.017708579,0,0.017708579
1798,48789,1,5885996306,0.017701583,0.017701583,0,0.017701583,0,0.017701583
1799,53797,2,11771992612,0.017677423,0.017725673,4.825E-05,0.017701548,2.4125E-05,0.035403095
1800,49377,1,5885996306,0.017701516,0.017701516,0,0.017701516,0,0.017701516
1801,51157,1,5885996306,0.017700696,0.017700696,0,0.017700696,0,0.017700696
1802,59202,2,11771992612,0.017672872,0.01772498,5.21075E-05,0.017698926,2.60537E-05,0.035397852
1803,58998,1,5885996306,0.017697215,0.017697215,0,0.017697215,0,0.017697215
1804,60781,1,5885996306,0.017695541,0.017695541,0,0.017695541,0,0.017695541
1805,64256,1,5885996306,0.017695058,0.017695058,0,0.017695058,0,0.017695058
1806,61308,2,11771992612,0.017682353,0.017704735,2.23815E-05,0.017693544,1.11908E-05,0.035387088
1807,67756,1,5885996306,0.017693082,0.017693082,0,0.017693082,0,0.017693082
1808,54530,1,5885996306,0.017691035,0.017691035,0,0.017691035,0,0.017691035
1809,51611,1,5885996306,0.017689595,0.017689595,0,0.017689595,0,0.017689595
1810,67654,1,5885996306,0.017687807,0.017687807,0,0.017687807,0,0.017687807
1811,48671,1,5885996306,0.017686076,0.017686076,0,0.017686076,0,0.017686076
1812,39774,1,5885996306,0.017684355,0.017684355,0,0.017684355,0,0.017684355
1813,67268,1,5885996306,0.017683718,0.017683718,0,0.017683718,0,0.017683718
1814,57429,1,5885996306,0.017683594,0.017683594,0,0.017683594,0,0.017683594
1815,58002,2,11771992612,0.017611386,0.01775579,0.000144403,0.017683588,7.22017E-05,0.035367176
1816,54759,1,5885996306,0.017682908,0.017682908,0,0.017682908,0,0.017682908
1817,70987,1,5885996306,0.017682189,0.017682189,0,0.017682189,0,0.017682189
1818,65575,2,11771992612,0.017602108,0.017753739,0.00015163,0.017677924,7.58152E-05,0.035355847
1819,1520,1,5885996306,0.01767618,0.01767618,0,0.01767618,0,0.01767618
1820,49365,1,5885996306,0.017675394,0.017675394,0,0.017675394,0,0.017675394
1821,51640,1,5885996306,0.017674256,0.017674256,0,0.017674256,0,0.017674256
1822,62783,4,23543985225,0.017626997,0.017734775,0.000107778,0.017672239,4.30691E-05,0.070688957
1823,44626,4,23543985225,0.01761958,0.017720941,0.000101361,0.017670196,3.62393E-05,0.070680782
1824,44612,2,11771992612,0.017585613,0.017747749,0.000162136,0.017666681,8.10679E-05,0.035333361
1825,50270,2,11771992612,0.01763976,0.017693499,5.37392E-05,0.01766663,2.68696E-05,0.035333259
1826,67384,1,5885996306,0.017665431,0.017665431,0,0.017665431,0,0.017665431
1827,76970,1,5885996306,0.017663972,0.017663972,0,0.017663972,0,0.017663972
1828,50466,1,5885996306,0.017663652,0.017663652,0,0.017663652,0,0.017663652
1829,55501,1,5885996306,0.017662795,0.017662795,0,0.017662795,0,0.017662795
1830,60830,1,5885996306,0.01765883,0.01765883,0,0.01765883,0,0.01765883
1831,59042,2,11771992612,0.017614089,0.017702833,8.87439E-05,0.017658461,4.43719E-05,0.035316922
1832,54821,1,5885996306,0.017658241,0.017658241,0,0.017658241,0,0.017658241
1833,63551,1,5885996306,0.017658133,0.017658133,0,0.017658133,0,0.017658133
1834,31820,2,11771992612,0.017628796,0.017686741,5.7945E-05,0.017657769,2.89725E-05,0.035315538
1835,58706,2,11771992612,0.017597983,0.017716246,0.000118263,0.017657114,5.91315E-05,0.035314228
1836,53824,1,5885996306,0.017654946,0.017654946,0,0.017654946,0,0.017654946
1837,71774,1,5885996306,0.017654402,0.017654402,0,0.017654402,0,0.017654402
1838,73352,1,5885996306,0.017653199,0.017653199,0,0.017653199,0,0.017653199
1839,66671,1,5885996306,0.017650153,0.017650153,0,0.017650153,0,0.017650153
1840,60525,2,11771992612,0.017634144,0.017665701,3.15569E-05,0.017649923,1.57785E-05,0.035299845
1841,43198,1,5885996306,0.017648907,0.017648907,0,0.017648907,0,0.017648907
1842,74218,2,11771992612,0.017622907,0.017672684,4.97773E-05,0.017647795,2.48887E-05,0.035295591
1843,63366,1,5885996306,0.017647713,0.017647713,0,0.017647713,0,0.017647713
1844,54807,2,11771992612,0.01763916,0.017652668,1.35079E-05,0.017645914,6.75395E-06,0.035291828
1845,54852,1,5885996306,0.017645564,0.017645564,0,0.017645564,0,0.017645564
1846,59267,1,5885996306,0.017644133,0.017644133,0,0.017644133,0,0.017644133
1847,65642,1,5885996306,0.017644107,0.017644107,0,0.017644107,0,0.017644107
1848,45237,2,11771992612,0.017589081,0.017698672,0.000109591,0.017643876,5.47953E-05,0.035287753
1849,50893,4,23543985225,0.017587109,0.017719621,0.000132512,0.01764347,5.28124E-05,0.070573879
1850,14095,2,11771992612,0.017558316,0.017725453,0.000167137,0.017641884,8.35685E-05,0.035283769
1851,71012,1,5885996306,0.017641084,0.017641084,0,0.017641084,0,0.017641084
1852,34447,1,5885996306,0.017641036,0.017641036,0,0.017641036,0,0.017641036
1853,35862,1,5885996306,0.017637003,0.017637003,0,0.017637003,0,0.017637003
1854,64238,1,5885996306,0.01763683,0.01763683,0,0.01763683,0,0.01763683
1855,76809,1,5885996306,0.017636431,0.017636431,0,0.017636431,0,0.017636431
1856,60423,2,11771992612,0.017608302,0.017663524,5.52218E-05,0.017635913,2.76109E-05,0.035271825
1857,72517,1,5885996306,0.017635608,0.017635608,0,0.017635608,0,0.017635608
1858,62615,2,11771992612,0.017601801,0.017668389,6.65877E-05,0.017635095,3.32939E-05,0.03527019
1859,67812,2,11771992612,0.017608015,0.017659675,5.16605E-05,0.017633845,2.58302E-05,0.03526769
1860,52069,1,5885996306,0.017633421,0.017633421,0,0.017633421,0,0.017633421
1861,58854,2,11771992612,0.017605193,0.017659007,5.38137E-05,0.0176321,2.69068E-05,0.0352642
1862,49656,1,5885996306,0.01763111,0.01763111,0,0.01763111,0,0.01763111
1863,65294,1,5885996306,0.01763057,0.01763057,0,0.01763057,0,0.01763057
1864,60108,1,5885996306,0.017630562,0.017630562,0,0.017630562,0,0.017630562
1865,23809,1,5885996306,0.017629156,0.017629156,0,0.017629156,0,0.017629156
1866,64294,1,5885996306,0.017628709,0.017628709,0,0.017628709,0,0.017628709
1867,43431,1,5885996306,0.017628673,0.017628673,0,0.017628673,0,0.017628673
1868,65175,4,23543985225,0.017609539,0.017631477,2.19382E-05,0.01762324,8.28137E-06,0.070492959
1869,65005,1,5885996306,0.017622847,0.017622847,0,0.017622847,0,0.017622847
1870,15681,2,11771992612,0.017590763,0.017650221,5.94575E-05,0.017620492,2.97287E-05,0.035240984
1871,49002,2,11771992612,0.017565448,0.017670747,0.000105299,0.017618097,5.26495E-05,0.035236195
1872,59537,1,5885996306,0.01761703,0.01761703,0,0.01761703,0,0.01761703
1873,38370,1,5885996306,0.017616831,0.017616831,0,0.017616831,0,0.017616831
1874,47071,2,11771992612,0.017548256,0.017682564,0.000134308,0.01761541,6.71539E-05,0.035230819
1875,67511,1,5885996306,0.017614821,0.017614821,0,0.017614821,0,0.017614821
1876,63094,2,11771992612,0.017528864,0.01770022,0.000171356,0.017614542,8.5678E-05,0.035229083
1877,66192,1,5885996306,0.017613949,0.017613949,0,0.017613949,0,0.017613949
1878,67886,1,5885996306,0.01761221,0.01761221,0,0.01761221,0,0.01761221
1879,69325,1,5885996306,0.017608274,0.017608274,0,0.017608274,0,0.017608274
1880,64543,1,5885996306,0.017607192,0.017607192,0,0.017607192,0,0.017607192
1881,54917,1,5885996306,0.017606813,0.017606813,0,0.017606813,0,0.017606813
1882,62056,1,5885996306,0.017606789,0.017606789,0,0.017606789,0,0.017606789
1883,51755,1,5885996306,0.017606581,0.017606581,0,0.017606581,0,0.017606581
1884,72664,1,5885996306,0.017605659,0.017605659,0,0.017605659,0,0.017605659
1885,55418,2,11771992612,0.01756517,0.017631823,6.66529E-05,0.017598497,3.33264E-05,0.035196993
1886,63556,2,11771992612,0.01756008,0.017635064,7.49845E-05,0.017597572,3.74923E-05,0.035195144
1887,48019,1,5885996306,0.017593902,0.017593902,0,0.017593902,0,0.017593902
1888,43690,1,5885996306,0.017592657,0.017592657,0,0.017592657,0,0.017592657
1889,56492,2,11771992612,0.017576708,0.017607514,3.08063E-05,0.017592111,1.54031E-05,0.035184221
1890,65911,1,5885996306,0.017590813,0.017590813,0,0.017590813,0,0.017590813
1891,59777,1,5885996306,0.017587822,0.017587822,0,0.017587822,0,0.017587822
1892,67240,2,11771992612,0.017557874,0.017617423,5.95488E-05,0.017587649,2.97744E-05,0.035175297
1893,58990,1,5885996306,0.017584667,0.017584667,0,0.017584667,0,0.017584667
1894,30838,2,11771992612,0.017515384,0.017652677,0.000137294,0.017584031,6.86469E-05,0.035168061
1895,73128,1,5885996306,0.017582273,0.017582273,0,0.017582273,0,0.017582273
1896,54602,2,11771992612,0.017553804,0.017609876,5.60712E-05,0.01758184,2.80356E-05,0.03516368
1897,49754,4,23543985225,0.017466743,0.017690847,0.000224104,0.017581562,8.53711E-05,0.070326246
1898,32249,1,5885996306,0.017581247,0.017581247,0,0.017581247,0,0.017581247
1899,48621,2,11771992612,0.017546391,0.017613932,6.75414E-05,0.017580162,3.37707E-05,0.035160324
1900,56984,2,11771992612,0.017509345,0.017646121,0.000136776,0.017577733,6.83879E-05,0.035155466
1901,57876,1,5885996306,0.017576929,0.017576929,0,0.017576929,0,0.017576929
1902,59706,1,5885996306,0.017576681,0.017576681,0,0.017576681,0,0.017576681
1903,67597,1,5885996306,0.017576508,0.017576508,0,0.017576508,0,0.017576508
1904,49695,2,11771992612,0.017552679,0.01760027,4.75906E-05,0.017576475,2.37953E-05,0.035152949
1905,62148,2,11771992612,0.017552895,0.017597433,4.45377E-05,0.017575164,2.22689E-05,0.035150329
1906,50062,2,11771992612,0.017547389,0.017601844,5.44544E-05,0.017574617,2.72272E-05,0.035149233
1907,45713,1,5885996306,0.017573573,0.017573573,0,0.017573573,0,0.017573573
1908,41152,2,11771992612,0.017506933,0.017638668,0.000131736,0.017572801,6.58678E-05,0.035145601
1909,55110,2,11771992612,0.017542249,0.017591419,4.91701E-05,0.017566834,2.45851E-05,0.035133667
1910,57565,1,5885996306,0.017566502,0.017566502,0,0.017566502,0,0.017566502
1911,76748,1,5885996306,0.017565476,0.017565476,0,0.017565476,0,0.017565476
1912,48771,1,5885996306,0.01756472,0.01756472,0,0.01756472,0,0.01756472
1913,46939,2,11771992612,0.017537143,0.017589858,5.27147E-05,0.0175635,2.63574E-05,0.035127001
1914,71482,1,5885996306,0.017562971,0.017562971,0,0.017562971,0,0.017562971
1915,61493,1,5885996306,0.017561868,0.017561868,0,0.017561868,0,0.017561868
1916,61101,2,11771992612,0.017528459,0.017588964,6.05043E-05,0.017558712,3.02522E-05,0.035117423
1917,68737,1,5885996306,0.017557358,0.017557358,0,0.017557358,0,0.017557358
1918,50640,1,5885996306,0.017557045,0.017557045,0,0.017557045,0,0.017557045
1919,41993,1,5885996306,0.017556917,0.017556917,0,0.017556917,0,0.017556917
1920,51671,4,23543985225,0.017483292,0.017631078,0.000147786,0.017556709,6.57271E-05,0.070226835
1921,49803,1,5885996306,0.017556621,0.017556621,0,0.017556621,0,0.017556621
1922,72047,1,5885996306,0.017555304,0.017555304,0,0.017555304,0,0.017555304
1923,60868,1,5885996306,0.017555065,0.017555065,0,0.017555065,0,0.017555065
1924,67996,1,5885996306,0.017555064,0.017555064,0,0.017555064,0,0.017555064
